business_id,name,segment,segment_name
7y1zIK1ZtkkGIKeRUobThg,Gallo's Seafood,2,High-Traffic Bars & Nightlife
UaNyROLmXS4w8JIW-6Vlbg,The Philly Game Shop,1,Steady Mainstream Favorites
cCLINaXaTfB1grCOBfnY1Q,Dunkin',0,Struggling / Mixed-Experience Businesses
AdUcitpXQXZiJ3wA82RrlQ,Madira Bar & Grill,2,High-Traffic Bars & Nightlife
jkGQQ4_LgJx3hwPtCFkzbQ,Max Brenner - Philadelphia,2,High-Traffic Bars & Nightlife
LUrHWJLYXObeFPLKsoN05g,Leda & The Swan,2,High-Traffic Bars & Nightlife
-1B9pP_CrRBJYPICE5WbRA,Spice 28,1,Steady Mainstream Favorites
iPyhEN7uBsRYQdDDs36f2w,Twisted Gingers Brewing Company,1,Steady Mainstream Favorites
U6Fq-uk9TM5OeiHzg7t6AA,Chaat and Chai,1,Steady Mainstream Favorites
1Q9kJXg3CzZQVFNGv8swlA,Discover Travel,1,Steady Mainstream Favorites
qATSs3f4s2x_Ec8qm-xjjw,Calle Del Sabor,1,Steady Mainstream Favorites
F7fC4dZW17muSvE8ixaXkQ,LeBus Bakery,1,Steady Mainstream Favorites
g-1nawzL7_5Lvmi6NuAaFw,Sears Outlet,0,Struggling / Mixed-Experience Businesses
cMSPldkfDC_nxxloW3FQxQ,You Dirty Dog DIY Dog Wash,1,Steady Mainstream Favorites
XQjnh-n0o11MhApzCfRPxg,KFC,0,Struggling / Mixed-Experience Businesses
1BEXYIqtRq6lZAdfzqicfg,Nafeesa Unique Bites,1,Steady Mainstream Favorites
2HHPBg7WSC3czt7uUkXE8Q,The Breakfast Club,1,Steady Mainstream Favorites
Bf65X7McIKtxAhehA8jfjQ,River Wards Cafe,1,Steady Mainstream Favorites
Uh83MtOIOgkVGpI39DSK2w,Karrie Gavin - Elfant Wissahickon Realtors,1,Steady Mainstream Favorites
fG6Wg3yrjY5Wm7UL00y3fw,Applebee's Grill + Bar,2,High-Traffic Bars & Nightlife
XI1O5v5l4WcNkS-RH6o2KQ,Linde Electric,0,Struggling / Mixed-Experience Businesses
_3F4-hH5zhJJDTyvzNlDcg,China Rainbow Restaurant,1,Steady Mainstream Favorites
VJjFHQJ08SR_Pl7Bk4o2xQ,Helm,1,Steady Mainstream Favorites
gh_ymgpoa_AlJA5fey5eRA,Phila-Deli Inc,0,Struggling / Mixed-Experience Businesses
Ls3zQR47_wmUkupJXm59oQ,Sorrentino's Grocery,1,Steady Mainstream Favorites
7__20lI7RsC9J6C-DrTzFg,El Balconcito II,2,High-Traffic Bars & Nightlife
911Zlr47_jGbqa1KRs8xqg,Good Good Comedy Theatre,1,Steady Mainstream Favorites
vWnnHbWZETzYwyaOxixlqA,Sun William Z MD,1,Steady Mainstream Favorites
Npn4dowvl5xiJzVfKZEV3Q,InstaTech Home Theaters,1,Steady Mainstream Favorites
TKIEJYoHqcP4Rg9EhkrTsw,Kellijane,1,Steady Mainstream Favorites
5ysISW_Tc4YVg5VbM1-5Xg,Papa John's Pizza,0,Struggling / Mixed-Experience Businesses
RSKvB-XntkiDnMqYqAmtKw,Seafood Unlimited,1,Steady Mainstream Favorites
J0jCMhGSKiaYM7rmxSnMNg,Smile Direct Club,0,Struggling / Mixed-Experience Businesses
XcJfZgJKYOfkpIG4qWw7MA,917 Luxury Residences,0,Struggling / Mixed-Experience Businesses
DqMK22MKFgpUfmgzMH3G5A,Dunkin',0,Struggling / Mixed-Experience Businesses
2M6OcWNdRXm8mNKrJYlZ0A,Mark Anthony's Wall Coverings,1,Steady Mainstream Favorites
cjiQAJNjeiuYB8PhydOxTQ,Ida Mae's Bruncherie,1,Steady Mainstream Favorites
Ag_GeZwOrT0nmyhnKQiVBA,Starbucks,1,Steady Mainstream Favorites
Vxsq098z903XRXBq4IZWTw,PASSIONAL Boutique & Sexploratorium,1,Steady Mainstream Favorites
azfjxlAnSATyLBAGiuSq3A,Lau Kee Restaurant,1,Steady Mainstream Favorites
FUpDwSrQgdm4DOzV8f_PlA,Far From Home,1,Steady Mainstream Favorites
iVUn8TARiBRzrgvDXpqONw,Pho Ta Restaurant,1,Steady Mainstream Favorites
RXIf1sx7tKS2zUQN78o6_w,Ryan Crowns Juice Club,1,Steady Mainstream Favorites
TLcwutJ1pVrmj_2p_OdJXA,Hong Kong Garden,1,Steady Mainstream Favorites
CZyOI0tkdu4y35xnNmamlg,Northern Liberties Beer,1,Steady Mainstream Favorites
N_3sTTMqsMkB0w7jJMVKXw,Boston Market,0,Struggling / Mixed-Experience Businesses
qjIN4UbE96Cq6JKwLIQ9VQ,Saloon Restaurant,1,Steady Mainstream Favorites
-1yftDfgOUlxe_IACM5PFg,The Tubby Olive,1,Steady Mainstream Favorites
0h4Oo6W8mG4HEYQzZRkoOA,BAMBU,1,Steady Mainstream Favorites
g-cQ3TeR7lcY_TObcDkw6w,Show & Tel,0,Struggling / Mixed-Experience Businesses
_7V_3b2dSSVIXqVMJwGmoQ,Golden Cuisine,0,Struggling / Mixed-Experience Businesses
YvXc-eHfs1FutFFw31kz7w,Abbolone and Scullin Realty,0,Struggling / Mixed-Experience Businesses
42Fn1Qf_bdicA6W0HaoWhg,Poppy Flower Shop,1,Steady Mainstream Favorites
K00KiknORCOQdIhMisBjbA,Dantè,1,Steady Mainstream Favorites
x-Jq6ChfYfKwfoRid3GnMQ,Michael's Custom Cut,0,Struggling / Mixed-Experience Businesses
MGKqN8FyfJEuxvlZHzsXRg,Fortune Kitchen,0,Struggling / Mixed-Experience Businesses
oD3mqAFsT04wPeKvOU7JaA,Epic Mobile Detailing,1,Steady Mainstream Favorites
wXMUeRbZRr9B6sBPRhvf4w,Pete's Little Lunch Box Truck,1,Steady Mainstream Favorites
kS-YHWG_AtqS9LFAMhBVgg,Mamma Mia Pizzeria,0,Struggling / Mixed-Experience Businesses
0xadnlAs2uV7Ax-7RViZEw,Ikki Sushi,1,Steady Mainstream Favorites
aunmz06iWvo3bd6MMHEbqg,Rivers Casino Philadelphia,0,Struggling / Mixed-Experience Businesses
x4yPO-t8bLp3vWWb4yn9Mg,Robert Half,1,Steady Mainstream Favorites
O-Gtgxb2mvqyEdDfmkfFVw,Tommi Salon and Spa,1,Steady Mainstream Favorites
04vmwMgr5bmT8tGokHrLEg,The Wander Inn,2,High-Traffic Bars & Nightlife
N971nQQSkod30TvgmOx-fg,Oral Surgery Consultants of Pennsylvania,0,Struggling / Mixed-Experience Businesses
GKBN0jG6f9XhvWmAEOgYPw,Bar Ferdinand,2,High-Traffic Bars & Nightlife
OjCC8UauCM9UqOejP2Xt8g,V&V Foot Massage Spa,1,Steady Mainstream Favorites
zR4f-27GTZSQ-39BnEj9IA,"Bernie's Tire Service, Inc.",0,Struggling / Mixed-Experience Businesses
KMpVCSIfiTm8fx8T32C-fg,Brandywine Laundromat,0,Struggling / Mixed-Experience Businesses
PgGdMdLyaKTbRpWOIBC_Lw,Spice Grill & Asian Cuisine,1,Steady Mainstream Favorites
RIHjQ4U0J_6Hgd8IBEtPnw,Fishtown Real Estate,1,Steady Mainstream Favorites
1trZ_fJYb4u2NiTusqzqTg,D and J's BP Service Station,1,Steady Mainstream Favorites
woTZpX92uByUgliPrh39Mg,Ocean Prime,2,High-Traffic Bars & Nightlife
K_cYYWf7cAyTw1vUEW1dSA,Exotic Diamond Jewelers,0,Struggling / Mixed-Experience Businesses
qYGM6V73aSxc_1Pr_W28NQ,Umbria Restaurant,1,Steady Mainstream Favorites
5WqN8-soSGAWawN9IGQBhg,"Ernest A Benedetto, MD",0,Struggling / Mixed-Experience Businesses
y3y5CquZ6lLDswB7uDVSTw,Regal UA Grant Plaza,0,Struggling / Mixed-Experience Businesses
U7HYUH8SqZO6OQMNKCr5kQ,Porco's Porchetteria,1,Steady Mainstream Favorites
AYat87Z6okUeOMIVOt-_TA,Gourmet of Olde City,1,Steady Mainstream Favorites
2cYLqw9V-abBcPjzmz_G2Q,Berkshire Hathaway HomeServices Fox & Roach,0,Struggling / Mixed-Experience Businesses
TB86XyHuen8Lj6MqU8gEIg,Kohl's,1,Steady Mainstream Favorites
CZNKuIB_TMfryRcT48feXA,Bronzed By Bee,1,Steady Mainstream Favorites
4IsLGHKy6PDg3M6Y5g4zGw,Earthstone Tile Works,0,Struggling / Mixed-Experience Businesses
OVlGCqEUNvocaPbSyVSjfA,Roll's Auto Sales,0,Struggling / Mixed-Experience Businesses
qC48vqfqccfFrphukR5WkQ,Campo's Deli,0,Struggling / Mixed-Experience Businesses
v1fRlnm3qP1ofRKnUrbq7Q,P.S. Pup Struts,1,Steady Mainstream Favorites
JlbAYc0fgqVX2IVT113BnQ,Pop's Homemade Water Ice,1,Steady Mainstream Favorites
VUK3TEdtbyNRegrzKXIsSg,"Angeles Anne Marie, MD",0,Struggling / Mixed-Experience Businesses
1hFBAjRLIq82kz5R9kRxfw,VIP Market,1,Steady Mainstream Favorites
EmrOCT7fArKI0JI_XF6aaw,Temple University,1,Steady Mainstream Favorites
B2MKYwShNmBiaQ3EJadR-Q,honeygrow,1,Steady Mainstream Favorites
krni7-dr1D7u-grtaEfOSw,Crown Fried Chicken,1,Steady Mainstream Favorites
nsH0hQ7xB5LS2_Ba3mqHTQ,Paesano's Philly Style,1,Steady Mainstream Favorites
CVXPA2pB9YWJWwUGl_cECg,Sunshine Movers,1,Steady Mainstream Favorites
kOVYDwD9LbgBKwBkztDcag,Messina Club,2,High-Traffic Bars & Nightlife
kUZUmdBTtQ6284Qlzc_NyA,Vetter Pet Care,1,Steady Mainstream Favorites
X3vdh9Dtyap9jqKdZrcKYw,Natural Nails,0,Struggling / Mixed-Experience Businesses
Vf7meUouR3TMU6OPMpbYtQ,Sofra,1,Steady Mainstream Favorites
LampjstbVInCDYjznOFixg,Neighborhood Watch Repair,1,Steady Mainstream Favorites
K3oSW7x3LU74viHIbL8b_A,Wendy's,0,Struggling / Mixed-Experience Businesses
uL4b3AVzlHJtsZChujNEMg,Philadelphia Urban Adventures,1,Steady Mainstream Favorites
f_bUsM34FGpzECag3Cn8gw,Cappys Cafe,2,High-Traffic Bars & Nightlife
H3nfY0QV36HiVHkeJBrjyw,Making Life Easier,1,Steady Mainstream Favorites
vuSp3ILoi1iryDH-CeRGEQ,Half Time Good Time,2,High-Traffic Bars & Nightlife
hdGSVYYrLFS4iNufBX3q6A,The Druid's Keep,2,High-Traffic Bars & Nightlife
eFLhp3y2BjuZAE7cUZB_Kg,BONeJOUR,1,Steady Mainstream Favorites
6dyBK_8wytjRK2vf6ez_9g,Kerrigan Automotive,0,Struggling / Mixed-Experience Businesses
tfLT9EdzxFCW8yWAQyN4Qw,New Golden Palace,0,Struggling / Mixed-Experience Businesses
ny1yTbD10uB5QLeb5Y_xmg,J&T Nail Salon,0,Struggling / Mixed-Experience Businesses
BE7efGAH9Eb2aGbMGFfgQQ,The Gallery At Market East,0,Struggling / Mixed-Experience Businesses
2U4MQ3dOhp9Fia7tzBnMSQ,"Bluesquare Property Management & Realty, LLC",0,Struggling / Mixed-Experience Businesses
FImeJg7pVG9K7wjuexmV4Q,Pass & Stow,2,High-Traffic Bars & Nightlife
0feKq4uYJXW8BbVn8u7pkg,Schuylkill River Trail,1,Steady Mainstream Favorites
t5T6NYFsOqnYl0NETDgj7g,Sophie's Kitchen,1,Steady Mainstream Favorites
kfRNvp6426TSfKG1FSGR1g,Pizza Hut,0,Struggling / Mixed-Experience Businesses
jNxvJeAUzzpC7zW3UN78HA,Pizza Shackamaxon,1,Steady Mainstream Favorites
yHVRTVExX668sav-FXiKgA,Alamo Rent A Car,1,Steady Mainstream Favorites
tOe1Pz28wXY3vUhc3uPBKQ,Cheers Cut,1,Steady Mainstream Favorites
riJXTWzl2sz2iJSBHL2MsA,Route 23 Cafe,1,Steady Mainstream Favorites
9DfzRvTs9tzFuj5PnnLOrA,The Barnes Foundation,1,Steady Mainstream Favorites
jh-Sg2S4wlelkifvhjwSlg,China Garden,1,Steady Mainstream Favorites
zxtDh0mCBrYiT9UksuK4hQ,Kerrigans Florist,1,Steady Mainstream Favorites
v2AwJ1s_gyIi2C9gGUGLcQ,Swiacki Stan Meats,1,Steady Mainstream Favorites
DB8YfpBxsPlxDcNhfTKOWA,Blue Nail & Spa,1,Steady Mainstream Favorites
C5MdSiVtZKirRghyh08C0g,Bodhi Coffee,1,Steady Mainstream Favorites
zyPABnfcXJagJGwReCsT1A,Jay's Pedal Power Bicycle Shop,0,Struggling / Mixed-Experience Businesses
QC4t5EWxTU880V6yrI0kVA,Manayunk Sport and Social Club,0,Struggling / Mixed-Experience Businesses
coQmizmObK58x9fd9SjPKw,Fishtown Lawyers,1,Steady Mainstream Favorites
f88R41qxHK65RkDjn3TehA,I CE NY,1,Steady Mainstream Favorites
_Bde2pfPu-Uq9wlQhGhjEQ,Chubby's Fox Chase Deli,1,Steady Mainstream Favorites
jfjpExDsvog4CYFsBMmwdw,Swiss Haus Cafe & Pastry Bar,1,Steady Mainstream Favorites
xWl-iea0iGvID_fqTxaNQw,US Post Office,0,Struggling / Mixed-Experience Businesses
965Cdtp9ylAsV8gzWHHLzg,Sophistikids,0,Struggling / Mixed-Experience Businesses
x6uWZx9z_KbvEP0rU37Cvw,Villavillekula,1,Steady Mainstream Favorites
rfoXDskPG0IK7F1xEEmkKA,Tower Health Urgent Care,1,Steady Mainstream Favorites
vt_esoDw6HG5ClM12OPkMg,Bonté Wafflerie & Café,1,Steady Mainstream Favorites
YS_1Q_G3yjAckM7k30rIVw,Ezra Reuven's Gulf,1,Steady Mainstream Favorites
mHY_tUZBy_0dMEcCrYNgGQ,Alif Brew & Mini Mart,1,Steady Mainstream Favorites
QCfrzQGkUNDXD5NOIOyqoA,Angel Natural Beauty Skin Care,1,Steady Mainstream Favorites
J54i6cg5rVVFq9cwzKhk8w,Shana's Caribbean Cafe,1,Steady Mainstream Favorites
6_J_rXp9R1qhwSS0ZBn5GQ,Ramayana Store,1,Steady Mainstream Favorites
FFeHf7WyHxvfwyQla3wbnA,Cafette,1,Steady Mainstream Favorites
hd9AZL7gAxeRWBjwvX7aGA,Marsh + Mane,1,Steady Mainstream Favorites
9b1zwZatzcDYNNVwfiBrjA,Canvas Coffee Company,1,Steady Mainstream Favorites
b2WN3yA79dMvCUMywM3I_A,Dunkin',1,Steady Mainstream Favorites
WJnWJ91JQd1Vfe2Z65uj7g,Tip Top Nails,1,Steady Mainstream Favorites
dD8qp4Ro74EI4DqQl8FFCw,Au Bon Pain,0,Struggling / Mixed-Experience Businesses
c1Cds6ml72ioKDheikpWVw,"Thomas M Kohler, DDS",1,Steady Mainstream Favorites
cFSyJluKa2SHtgMMvlx6SQ,Angelo's Pizzeria,1,Steady Mainstream Favorites
j485zQQvqv2tTIqvRTPwMg,Expect Lace,1,Steady Mainstream Favorites
xWfm4AwLZr-B97fYVsIgCA,Tria Taproom,2,High-Traffic Bars & Nightlife
bh85W8Dwc0UUp75H-EYnkQ,Rising Sun Pizza,0,Struggling / Mixed-Experience Businesses
Eke1SRMGRmIVUz158w_fKA,Moving Image Dance Academy,2,High-Traffic Bars & Nightlife
7-js-chyskuWGRfHTeItXQ,Enterprise Rent-A-Car,1,Steady Mainstream Favorites
YcbICqp_TlaxNx7gIkRSzw,Hickory Lane American Bistro,1,Steady Mainstream Favorites
Eg5vpF4qNLWAIRz1DmjggA,Robinson Luggage,1,Steady Mainstream Favorites
n6FxuhBjD0c0VkpGhIDGeQ,Eat-A-Pita,1,Steady Mainstream Favorites
j7z0VfA0BjEG6dIVNprH9Q,Fezziwig's Sweet Shoppe,1,Steady Mainstream Favorites
I_x0qFo4NRvS1nfiPz_G8A,Chestnut Hill Friends Meeting,1,Steady Mainstream Favorites
s5nduiTPNps4_2p9ZoHDbA,2 Street Sammies,1,Steady Mainstream Favorites
_tZhtCocFzXihnF7-CXUTw,Hertz Rent A Car,0,Struggling / Mixed-Experience Businesses
u7pjTQFjvHeJdsH2K54U5w,Lipkin's Bakery,1,Steady Mainstream Favorites
u5dDEh6EO7PyTzOSwJV92A,The Gold Standard,1,Steady Mainstream Favorites
U2NR4ZJKHrW1UmCuRcoDqA,Sulimay's Studio On Main,1,Steady Mainstream Favorites
kQ5jvz_iyX2wRKQkFcH1Og,Heads Up,1,Steady Mainstream Favorites
kufdqqeufwSP6rgeIKLKAg,McDonald's,1,Steady Mainstream Favorites
zc5VAa0CBWIvk7GLr9d5Qw,The Pleasure Chest,1,Steady Mainstream Favorites
PSz9hS4KEAOUFWNauBMRlg,Pearle Vision,0,Struggling / Mixed-Experience Businesses
iWV1MgLsI9ma5zrzNUy_NQ,Olympia Gyro,1,Steady Mainstream Favorites
trTTls_MshX8H3hptEVKrw,All American Limousine,0,Struggling / Mixed-Experience Businesses
5x09OHk4-TyUvJ0ibqshuw,E Nails,0,Struggling / Mixed-Experience Businesses
rJD6RS9k88bnvx6YLqqF5g,Anthony's Pest Control,1,Steady Mainstream Favorites
4hM6GbEq5Jt-YZ0vRN1-Lw,The Gables,1,Steady Mainstream Favorites
VG9Uz8YL8_-DdAY6nB_m6A,$155 Flat Rate Hauling Trash Removal,1,Steady Mainstream Favorites
x8cu2dYQHfQYSDLxGBg5cw,John's Diner,1,Steady Mainstream Favorites
xVsNfyuMEX5d1QHHMsU6YA,Tri-County Pediatrics,0,Struggling / Mixed-Experience Businesses
w6WduajsiHjcFN4WxgRTkA,Brookmont Apartment Homes,0,Struggling / Mixed-Experience Businesses
4NYZ-PHH7GDgjfIO7_Vfgg,Càphê Roasters,1,Steady Mainstream Favorites
nzZrLZyU9w_4MGBNi7dRiA,CB2,0,Struggling / Mixed-Experience Businesses
r4eDzodjjoxk79ydS7V67Q,1518 Bar & Grill,2,High-Traffic Bars & Nightlife
slGOgDwclwZY9loX3r31LA,South Street Barbers,1,Steady Mainstream Favorites
Gmt4tiyNB3XgtkO5R1ptjA,Affordable Roofing,0,Struggling / Mixed-Experience Businesses
0KU6dANHsL1_xPVd6anm0Q,Philadelphia 30th Street Club Acela,1,Steady Mainstream Favorites
K5iDEmYP3mc_uwZqHMSR2g,i MADE a MESS,0,Struggling / Mixed-Experience Businesses
LI-ajMokOWZpefMUA_UeWg,Cafe Binh,1,Steady Mainstream Favorites
DAGbCH6-lWHELaKpNoLpVg,C Neri Antiques,0,Struggling / Mixed-Experience Businesses
sDaBm5V1VQMOPfCm76turg,Applebee's Grill + Bar,2,High-Traffic Bars & Nightlife
5EHpBOAzRVDBt17jCkgelQ,Nicotra Construction,1,Steady Mainstream Favorites
BEuGzy5gxtGyOEk8iwDfTg,Kaku Latin Food,1,Steady Mainstream Favorites
linRzPvXlfNwBqBIHYNYcg,Provenance Architecturals,1,Steady Mainstream Favorites
6JVHcQBnyA1DzK4z65cJSw,Falafel Factory,1,Steady Mainstream Favorites
9y_0_oMDt9R5n2lDcWQv3A,Torch-Wood Cafe,1,Steady Mainstream Favorites
krvkW_BDCdhDi1II9KZcMw,Favors,0,Struggling / Mixed-Experience Businesses
_Nu9EcQxblQc-HHsTd7C3Q,FlynnO'Hara Uniforms,0,Struggling / Mixed-Experience Businesses
iGSwgglc8r9MFcDHdaqMJw,CNBC Newstand,0,Struggling / Mixed-Experience Businesses
6sEbG7K3l1aCsXPmD34zJQ,Cure Dispensary,1,Steady Mainstream Favorites
v8KUhfdzvPrL8hD_jVCFAQ,Wicked the Musical Tour,1,Steady Mainstream Favorites
yIzi6HBBNCD-uX_s7YcOFg,Merc Bros Pizzeria,1,Steady Mainstream Favorites
eeYJ8NkyQtSwMc75QWsCTA,Golf Science Center,1,Steady Mainstream Favorites
Ikqc5tNLqyCafgcOXaZ0Ng,Hokka Hokka Japanese Restaurant,1,Steady Mainstream Favorites
6iK1I_1a2_l5IFDUPfj2tQ,Philadelphia Art Alliance,1,Steady Mainstream Favorites
5KnQiQp1s1TqYUwi108ORA,Syriana Hookah Lounge,2,High-Traffic Bars & Nightlife
BO7p6kWPWc9CC3KHukpJhg,Le Bec Fin,2,High-Traffic Bars & Nightlife
ABSiUVpGvn4waVJkLktMYg,Sharetea,1,Steady Mainstream Favorites
KFHGTl5rhJWaUUrfr5q8_w,Bodyrock Bootcamp & Executive Training,1,Steady Mainstream Favorites
tdt-kHYKKigMWGGN6ynV2A,NTB - National Tire & Battery,0,Struggling / Mixed-Experience Businesses
s8MTunfjxZslRLcjlTiCJg,North Star Bar,2,High-Traffic Bars & Nightlife
uqc5jOWOiPLTPibyy1yI4g,Vernick Coffee Bar,1,Steady Mainstream Favorites
vkPfTX9aja-XTb2PfpA2SQ,Petco,1,Steady Mainstream Favorites
Vlkl-QcYvjnBN3GpOOs-8A,Aamco Transmissions,0,Struggling / Mixed-Experience Businesses
z6sg3yLchXyZqUmanvECYw,Snap Kitchen,1,Steady Mainstream Favorites
VSWk9Jz35zD7tyzaV0GV1Q,Dew Inn,1,Steady Mainstream Favorites
e747H7dlPXtZPo6VdSQelw,Nom Nom Bowl,1,Steady Mainstream Favorites
IefEo5kZdwR647j8WBUozg,Starbucks,0,Struggling / Mixed-Experience Businesses
qPwqwuSFxE8mnYXnInyvSA,Coastal Cave Trading Co,1,Steady Mainstream Favorites
r2Q0R0o2ozazmsZb6EiFfg,El Azteca Uno,1,Steady Mainstream Favorites
dVuf1zQI5MqPgsn5NoqB1Q,The Olde City Day School,1,Steady Mainstream Favorites
dlq2kRHNaW7sf9oCGiTC1w,Dominican Diva's Beauty Salon,1,Steady Mainstream Favorites
MFoGbIewzyfA2MJDOLnjuw,Garden State Tile,1,Steady Mainstream Favorites
Bk_1vsPtOtO0bojfQZQIOw,Wasabi House,1,Steady Mainstream Favorites
pnDQc8_jio712w3x1gPkEg,Halcyon Floats,1,Steady Mainstream Favorites
CY9cIgT7EU0ot-3WyiOAiw,Mama Angelina's,1,Steady Mainstream Favorites
XT3nnINWhVx3I39geCva3w,Banfield Pet Hospital,1,Steady Mainstream Favorites
D_KGxZF6BM0-37pIyCCoQA,Taps and Bourbon on Terrace,2,High-Traffic Bars & Nightlife
vKb3AI6aBwQ6GGOMSNlxKA,Maytag,0,Struggling / Mixed-Experience Businesses
SvJaD8MlsYz9CAEjBsB1Ug,Chuck Wagon,1,Steady Mainstream Favorites
hqXEIbAt-4bYKoDbXWFiBw,Super Fresh Food Markets,0,Struggling / Mixed-Experience Businesses
k2orlWRsgy0s30pIUBfUbQ,Mesh Vintage,1,Steady Mainstream Favorites
u48EHQFGHF5FwDTqAFXVwQ,Fiore Pizza,0,Struggling / Mixed-Experience Businesses
B1lxejaxLL1lCG-syTBQPQ,Yello'bar,2,High-Traffic Bars & Nightlife
xEjTSrrDjbS-3S6AthnuKg,Gilkin Plumbing & Heating,1,Steady Mainstream Favorites
fpsVGXS0s8KA9H_9N-p-0w,La Calenita Bakery Cafe,1,Steady Mainstream Favorites
DJCntfqFto6XCdPxIpzNaw,Hahnemann University Primary Care,0,Struggling / Mixed-Experience Businesses
tSRICEpYkNZyeCyHYMsM7w,Gents Barber Lounge,1,Steady Mainstream Favorites
qF1NTfE0yfbTc1kb2mX1FA,Pier 1,1,Steady Mainstream Favorites
59yrjRxP423hzGWGgSpLNg,People Prints 3D,0,Struggling / Mixed-Experience Businesses
EekwCjDqa9VT6Kq_aVE_0Q,Pho Palace,1,Steady Mainstream Favorites
wAVlWqMnVk4A8Vqza5ItSw,Take It To the Cleaners,0,Struggling / Mixed-Experience Businesses
zODRL6SF5Re-8ZRHWsTraQ,Mister P’s Pizza & Pasta,1,Steady Mainstream Favorites
QjPqXSqb9aiBPeRJ91mgnQ,Pure Bliss Wellness Center & Spa,1,Steady Mainstream Favorites
v9UAZdHKNCeulbl_ajDgvg,Petrovsky Market,1,Steady Mainstream Favorites
OkybC0J0Qojq515LDGVRZQ,Gomo's Nails Spa,0,Struggling / Mixed-Experience Businesses
-zCalZY32BXWUckU6AXCPg,Philly Screen,0,Struggling / Mixed-Experience Businesses
NZbhZ0K3gHXdJgFQZw5wYg,12 Steps Down,2,High-Traffic Bars & Nightlife
U_1rtvP7YYk02eKdcuxZMA,Bally Total Fitness,0,Struggling / Mixed-Experience Businesses
tHPlLg-9zWJlDqE-6jcxbw,Synergy By Jasmine Yoga Classes,1,Steady Mainstream Favorites
Vsol2D-xusIEVSvz9aggZA,Direct Auto Sales,0,Struggling / Mixed-Experience Businesses
KLua_5a3AsP-1TnjjjhW3w,The Drake,0,Struggling / Mixed-Experience Businesses
rdTz0qIjmCub1LOUh31-8Q,BUY the Dozen,1,Steady Mainstream Favorites
7OPFjS9OsPIYX_wm0hbZDg,Accu Pizza,0,Struggling / Mixed-Experience Businesses
F6SuJfk4bTxVNDbJR-tn-A,Apple Walnut Street,0,Struggling / Mixed-Experience Businesses
i6nsOTszsTWJw_vRrBkAJg,Remixologists,1,Steady Mainstream Favorites
3dxwzBawgWJpU-vQjuQJJA,Virginio's Pizza & Grill,0,Struggling / Mixed-Experience Businesses
kbXGifEQA_2Cqzg8-31MJg,CR Hair Studio,1,Steady Mainstream Favorites
TIdijYW7GmQjeXAcf0ehBQ,Tuck Barre & Yoga West Philadelphia,1,Steady Mainstream Favorites
JXcdTuXGaPQHY2-qWIGndA,Wendy's,0,Struggling / Mixed-Experience Businesses
RxrgGdjVD5fFY7DnJoj3tg,Katsu Guys,1,Steady Mainstream Favorites
woAHqun9kl4U6HuJUeRqCw,Big Ben Pizza,0,Struggling / Mixed-Experience Businesses
nFKATkd_j1iwFK9r6s0duQ,Applebee's Grill + Bar,2,High-Traffic Bars & Nightlife
5dwdD8Vd-yjSUm55HTt6jQ,Gordon Victor Enterprises Auctnr,0,Struggling / Mixed-Experience Businesses
N3ZhDBulGhkuJnZ0ue109A,Liquid Room Restaurant & Bar,2,High-Traffic Bars & Nightlife
Wo4JAP8XQqaNFUauDb2aZg,Fishtown Social,2,High-Traffic Bars & Nightlife
hEfm3KoOos1I5QmfrvOcEw,Rhino,1,Steady Mainstream Favorites
tb_K7FlSDQgDm6znhtcByw,Yaymaker,1,Steady Mainstream Favorites
4XbCxF93ZK2BwhPbiReyLQ,Jake's Sandwich Board,1,Steady Mainstream Favorites
TalelIeUUkElrDLd_QbJ8g,Gretchen J Brewer & Associates,1,Steady Mainstream Favorites
mtcgWB-WYipeGkJtaplEjg,Amrita Yoga & Wellness,1,Steady Mainstream Favorites
A2Jizi4-CZufW1ozFB-oWA,Falls Flowers,1,Steady Mainstream Favorites
LGs4pFZig73PTn-HpsnJoA,Advanced Chiropractic of Philadelphia,1,Steady Mainstream Favorites
6HvlBeMH1povoskopmp94Q,Du Jour Commerce Square,1,Steady Mainstream Favorites
7xlElnqpIR2NuwUOpZLM6Q,Loonstyn Roofing,1,Steady Mainstream Favorites
8XjxHeV66F4eoIy06rW0pA,Porta,2,High-Traffic Bars & Nightlife
xNNVZ3FHLfzF54eiqN3dYA,Four Humours,2,High-Traffic Bars & Nightlife
cVw5sRTxzHW6vSWW5dK4xA,Sarvida,1,Steady Mainstream Favorites
ERPefAXgR35A55UsldpwsA,J-1 Hair Salon,1,Steady Mainstream Favorites
P3vUpcO1EPPmXOZY-Wjdrw,Han Chon Restaurant,1,Steady Mainstream Favorites
qO6gH-xJlkKK58tnSMs1oQ,Starshine Salon,1,Steady Mainstream Favorites
C5yTz0UXLLRQj4J9T_FFsA,Veronica Makeup,1,Steady Mainstream Favorites
WKVRRb7Oi8AVj4h7YyAxLw,Baby Wordplay Theater,1,Steady Mainstream Favorites
1qBemRZEO3XMlpyKZavTvg,Roy's Restaurant,1,Steady Mainstream Favorites
smsZqRAirDU-c5uMxFaZoA,A List Nail Studio,1,Steady Mainstream Favorites
Zktgz9q-MGVxzQ-vRHebGg,Flat Rate Labor,1,Steady Mainstream Favorites
VEivTOTxSwKfFhvbVnJzqg,IHOP,0,Struggling / Mixed-Experience Businesses
